BookingID,CustomerName,Email,CheckInDate,CheckOutDate,RoomType,TotalPrice,BookingStatus
B0668,Customer668,customer668@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0669,Customer669,customer669@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0670,Customer670,customer670@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0671,Customer671,customer671@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0672,Customer672,customer672@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0673,Customer673,customer673@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0674,Customer674,customer674@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0675,Customer675,customer675@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0676,Customer676,customer676@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0677,Customer677,customer677@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0678,Customer678,customer678@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0679,Customer679,customer679@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0680,Customer680,customer680@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0681,Customer681,customer681@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0682,Customer682,customer682@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0683,Customer683,customer683@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0684,Customer684,customer684@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0685,Customer685,customer685@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0686,Customer686,customer686@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0687,Customer687,customer687@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0688,Customer688,customer688@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0689,Customer689,customer689@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0690,Customer690,customer690@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0691,Customer691,customer691@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0692,Customer692,customer692@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0693,Customer693,customer693@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0694,Customer694,customer694@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0695,Customer695,customer695@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0696,Customer696,customer696@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0697,Customer697,customer697@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0698,Customer698,customer698@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0699,Customer699,customer699@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0700,Customer700,customer700@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0701,Customer701,customer701@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0702,Customer702,customer702@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0703,Customer703,customer703@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0704,Customer704,customer704@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0705,Customer705,customer705@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0706,Customer706,customer706@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0707,Customer707,customer707@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0708,Customer708,customer708@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0709,Customer709,customer709@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0710,Customer710,customer710@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0711,Customer711,customer711@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0712,Customer712,customer712@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0713,Customer713,customer713@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0714,Customer714,customer714@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0715,Customer715,customer715@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0716,Customer716,customer716@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0717,Customer717,customer717@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0718,Customer718,customer718@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0719,Customer719,customer719@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0720,Customer720,customer720@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0721,Customer721,customer721@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0722,Customer722,customer722@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0723,Customer723,customer723@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0724,Customer724,customer724@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0725,Customer725,customer725@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0726,Customer726,customer726@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0727,Customer727,customer727@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0728,Customer728,customer728@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0729,Customer729,customer729@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0730,Customer730,customer730@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0731,Customer731,customer731@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0732,Customer732,customer732@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0733,Customer733,customer733@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0734,Customer734,customer734@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0735,Customer735,customer735@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0736,Customer736,customer736@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0737,Customer737,customer737@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0738,Customer738,customer738@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0739,Customer739,customer739@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0740,Customer740,customer740@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0741,Customer741,customer741@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0742,Customer742,customer742@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0743,Customer743,customer743@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0744,Customer744,customer744@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0745,Customer745,customer745@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0746,Customer746,customer746@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0747,Customer747,customer747@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0748,Customer748,customer748@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0749,Customer749,customer749@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0750,Customer750,customer750@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0751,Customer751,customer751@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0752,Customer752,customer752@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0753,Customer753,customer753@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0754,Customer754,customer754@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0755,Customer755,customer755@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0756,Customer756,customer756@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0757,Customer757,customer757@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0758,Customer758,customer758@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0759,Customer759,customer759@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0760,Customer760,customer760@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0761,Customer761,customer761@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0762,Customer762,customer762@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0763,Customer763,customer763@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0764,Customer764,customer764@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0765,Customer765,customer765@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0766,Customer766,customer766@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0767,Customer767,customer767@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0768,Customer768,customer768@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0769,Customer769,customer769@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0770,Customer770,customer770@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0771,Customer771,customer771@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0772,Customer772,customer772@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0773,Customer773,customer773@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0774,Customer774,customer774@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0775,Customer775,customer775@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0776,Customer776,customer776@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0777,Customer777,customer777@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0778,Customer778,customer778@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0779,Customer779,customer779@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0780,Customer780,customer780@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0781,Customer781,customer781@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0782,Customer782,customer782@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0783,Customer783,customer783@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0784,Customer784,customer784@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0785,Customer785,customer785@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0786,Customer786,customer786@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0787,Customer787,customer787@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0788,Customer788,customer788@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0789,Customer789,customer789@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0790,Customer790,customer790@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0791,Customer791,customer791@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0792,Customer792,customer792@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0793,Customer793,customer793@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0794,Customer794,customer794@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0795,Customer795,customer795@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0796,Customer796,customer796@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0797,Customer797,customer797@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0798,Customer798,customer798@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0799,Customer799,customer799@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0800,Customer800,customer800@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0801,Customer801,customer801@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0802,Customer802,customer802@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0803,Customer803,customer803@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0804,Customer804,customer804@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0805,Customer805,customer805@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0806,Customer806,customer806@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0807,Customer807,customer807@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0808,Customer808,customer808@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0809,Customer809,customer809@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0810,Customer810,customer810@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0811,Customer811,customer811@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0812,Customer812,customer812@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0813,Customer813,customer813@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0814,Customer814,customer814@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0815,Customer815,customer815@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0816,Customer816,customer816@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0817,Customer817,customer817@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0818,Customer818,customer818@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0819,Customer819,customer819@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0820,Customer820,customer820@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0821,Customer821,customer821@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0822,Customer822,customer822@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0823,Customer823,customer823@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0824,Customer824,customer824@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0825,Customer825,customer825@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0826,Customer826,customer826@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0827,Customer827,customer827@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0828,Customer828,customer828@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0829,Customer829,customer829@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0830,Customer830,customer830@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0831,Customer831,customer831@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0832,Customer832,customer832@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0833,Customer833,customer833@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0834,Customer834,customer834@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0835,Customer835,customer835@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0836,Customer836,customer836@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0837,Customer837,customer837@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0838,Customer838,customer838@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0839,Customer839,customer839@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0840,Customer840,customer840@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0841,Customer841,customer841@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0842,Customer842,customer842@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0843,Customer843,customer843@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0844,Customer844,customer844@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0845,Customer845,customer845@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0846,Customer846,customer846@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0847,Customer847,customer847@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0848,Customer848,customer848@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0849,Customer849,customer849@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0850,Customer850,customer850@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0851,Customer851,customer851@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0852,Customer852,customer852@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0853,Customer853,customer853@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0854,Customer854,customer854@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0855,Customer855,customer855@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0856,Customer856,customer856@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0857,Customer857,customer857@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0858,Customer858,customer858@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0859,Customer859,customer859@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0860,Customer860,customer860@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0861,Customer861,customer861@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0862,Customer862,customer862@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0863,Customer863,customer863@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0864,Customer864,customer864@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0865,Customer865,customer865@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0866,Customer866,customer866@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0867,Customer867,customer867@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0868,Customer868,customer868@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0869,Customer869,customer869@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0870,Customer870,customer870@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0871,Customer871,customer871@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0872,Customer872,customer872@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0873,Customer873,customer873@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0874,Customer874,customer874@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0875,Customer875,customer875@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0876,Customer876,customer876@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0877,Customer877,customer877@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0878,Customer878,customer878@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0879,Customer879,customer879@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0880,Customer880,customer880@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0881,Customer881,customer881@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0882,Customer882,customer882@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0883,Customer883,customer883@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0884,Customer884,customer884@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0885,Customer885,customer885@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0886,Customer886,customer886@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0887,Customer887,customer887@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0888,Customer888,customer888@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0889,Customer889,customer889@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0890,Customer890,customer890@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0891,Customer891,customer891@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0892,Customer892,customer892@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0893,Customer893,customer893@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0894,Customer894,customer894@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0895,Customer895,customer895@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0896,Customer896,customer896@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0897,Customer897,customer897@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0898,Customer898,customer898@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0899,Customer899,customer899@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0900,Customer900,customer900@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0901,Customer901,customer901@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0902,Customer902,customer902@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0903,Customer903,customer903@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0904,Customer904,customer904@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0905,Customer905,customer905@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0906,Customer906,customer906@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0907,Customer907,customer907@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0908,Customer908,customer908@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0909,Customer909,customer909@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0910,Customer910,customer910@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0911,Customer911,customer911@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0912,Customer912,customer912@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0913,Customer913,customer913@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0914,Customer914,customer914@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0915,Customer915,customer915@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0916,Customer916,customer916@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0917,Customer917,customer917@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0918,Customer918,customer918@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0919,Customer919,customer919@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0920,Customer920,customer920@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0921,Customer921,customer921@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0922,Customer922,customer922@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0923,Customer923,customer923@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0924,Customer924,customer924@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0925,Customer925,customer925@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0926,Customer926,customer926@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0927,Customer927,customer927@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0928,Customer928,customer928@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0929,Customer929,customer929@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0930,Customer930,customer930@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0931,Customer931,customer931@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0932,Customer932,customer932@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0933,Customer933,customer933@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0934,Customer934,customer934@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0935,Customer935,customer935@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0936,Customer936,customer936@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0937,Customer937,customer937@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0938,Customer938,customer938@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0939,Customer939,customer939@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0940,Customer940,customer940@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0941,Customer941,customer941@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0942,Customer942,customer942@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0943,Customer943,customer943@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0944,Customer944,customer944@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0945,Customer945,customer945@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0946,Customer946,customer946@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0947,Customer947,customer947@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0948,Customer948,customer948@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0949,Customer949,customer949@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0950,Customer950,customer950@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0951,Customer951,customer951@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0952,Customer952,customer952@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0953,Customer953,customer953@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0954,Customer954,customer954@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0955,Customer955,customer955@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0956,Customer956,customer956@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0957,Customer957,customer957@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0958,Customer958,customer958@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0959,Customer959,customer959@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0960,Customer960,customer960@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0961,Customer961,customer961@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0962,Customer962,customer962@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0963,Customer963,customer963@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0964,Customer964,customer964@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0965,Customer965,customer965@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0966,Customer966,customer966@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0967,Customer967,customer967@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0968,Customer968,customer968@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0969,Customer969,customer969@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B0970,Customer970,customer970@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
B0971,Customer971,customer971@example.com,2023-07-12,2023-07-15,Double,150,Pending
B0972,Customer972,customer972@example.com,2023-07-13,2023-07-16,Suite,250,Cancelled
B0973,Customer973,customer973@example.com,2023-07-14,2023-07-17,Single,100,Confirmed
B0974,Customer974,customer974@example.com,2023-07-15,2023-07-18,Double,150,Pending
B0975,Customer975,customer975@example.com,2023-07-16,2023-07-19,Suite,250,Cancelled
B0976,Customer976,customer976@example.com,2023-07-17,2023-07-20,Single,100,Confirmed
B0977,Customer977,customer977@example.com,2023-07-18,2023-07-21,Double,150,Pending
B0978,Customer978,customer978@example.com,2023-07-19,2023-07-22,Suite,250,Cancelled
B0979,Customer979,customer979@example.com,2023-07-20,2023-07-23,Single,100,Confirmed
B0980,Customer980,customer980@example.com,2023-07-21,2023-07-24,Double,150,Pending
B0981,Customer981,customer981@example.com,2023-07-22,2023-07-25,Suite,250,Cancelled
B0982,Customer982,customer982@example.com,2023-07-23,2023-07-26,Single,100,Confirmed
B0983,Customer983,customer983@example.com,2023-07-24,2023-07-27,Double,150,Pending
B0984,Customer984,customer984@example.com,2023-07-25,2023-07-28,Suite,250,Cancelled
B0985,Customer985,customer985@example.com,2023-07-26,2023-07-29,Single,100,Confirmed
B0986,Customer986,customer986@example.com,2023-07-27,2023-07-30,Double,150,Pending
B0987,Customer987,customer987@example.com,2023-07-28,2023-07-31,Suite,250,Cancelled
B0988,Customer988,customer988@example.com,2023-07-29,2023-08-01,Single,100,Confirmed
B0989,Customer989,customer989@example.com,2023-07-30,2023-08-02,Double,150,Pending
B0990,Customer990,customer990@example.com,2023-07-01,2023-07-04,Suite,250,Cancelled
B0991,Customer991,customer991@example.com,2023-07-02,2023-07-05,Single,100,Confirmed
B0992,Customer992,customer992@example.com,2023-07-03,2023-07-06,Double,150,Pending
B0993,Customer993,customer993@example.com,2023-07-04,2023-07-07,Suite,250,Cancelled
B0994,Customer994,customer994@example.com,2023-07-05,2023-07-08,Single,100,Confirmed
B0995,Customer995,customer995@example.com,2023-07-06,2023-07-09,Double,150,Pending
B0996,Customer996,customer996@example.com,2023-07-07,2023-07-10,Suite,250,Cancelled
B0997,Customer997,customer997@example.com,2023-07-08,2023-07-11,Single,100,Confirmed
B0998,Customer998,customer998@example.com,2023-07-09,2023-07-12,Double,150,Pending
B0999,Customer999,customer999@example.com,2023-07-10,2023-07-13,Suite,250,Cancelled
B1000,Customer1000,customer1000@example.com,2023-07-11,2023-07-14,Single,100,Confirmed
